koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_impact,koi_model_snr,koi_steff,koi_slogg,ra,dec
1,1.0,0,0,0,0.783,12.9,5009.0,4.491,289.85889,48.693851
1,0.998,0,0,0,0.25,15.1,6088.0,4.446,292.98834,49.48497
2,0.4808294015396076,1,0,0,0.0176,12.8,5910.0,4.466,289.90698,42.0462
1,0.999,0,0,0,0.485,14.7,6108.0,4.466,292.15866,49.63776
0,0.99,0,0,0,0.299,13.4,6170.0,4.15,293.68127,41.611969
0,0.0,0,0,0,0.234,13.1,5566.0,4.275,288.90952,51.930561
1,0.966,0,0,0,0.397,13.2,5855.0,4.24,292.67773,49.66391
2,0.4808294015396076,1,0,1,0.4742,13.1,6762.0,4.282,292.77893,40.795631
2,0.0,0,1,0,0.171,29.7,6316.0,3.908,284.69278,44.010208
2,0.0,0,0,1,0.632,14.1,5203.0,4.582,291.34879,51.256119
1,0.997,0,0,0,0.021,13.7,6143.0,4.47,285.5575,49.33007
1,0.948,0,0,0,0.112,31.6,6170.0,4.192,289.92145,46.74456
0,0.977,0,0,0,0.594,11.9,4858.0,4.622,287.96814,46.470612
2,0.0,0,1,1,0.326,15.1,5959.0,4.546,292.01379,42.28875
0,0.999,0,0,0,0.939,12.9,6339.0,4.454,281.95569,44.261532
2,0.0,0,0,1,0.034,9.8,6108.0,4.466,294.86813,44.283199
2,0.0,0,0,0,0.914,18.1,5051.0,3.978,290.63043,44.565601
0,0.981,0,0,0,0.778,9.8,5902.0,4.128,283.94244,41.4716
0,0.984,0,0,0,0.6,10.0,6655.0,3.49,295.1442,38.799831
2,0.0,0,0,0,0.241,24.1,5178.0,3.286,283.47574,41.775318
0,0.997,0,0,0,0.985,14.8,5751.0,4.339,290.9227,48.180328
2,0.4808294015396076,0,1,1,1.2359,34.7,3417.0,4.9,292.69855,37.778481
2,0.0,0,0,1,0.57,17.1,6039.0,4.478,282.92773,42.80608
2,0.4808294015396076,1,0,0,0.9179,42.1,4806.0,4.495,287.22513,44.899841
2,0.0,0,1,1,0.503,14.1,6258.0,4.413,287.96655,46.33849
0,0.298,0,0,0,0.769,16.1,5999.0,4.168,294.94983,38.60519
2,0.0,1,0,1,1.272,117.2,6304.0,4.435,297.72214,48.710258
2,0.0,0,0,1,1.168,11.3,5883.0,4.58,295.19568,48.567421
0,0.995,0,0,0,0.957,23.3,5132.0,4.571,284.96851,42.079201
0,0.98,0,0,0,0.069,10.6,6384.0,4.361,288.09564,40.365971
0,1.0,0,0,0,0.033,13.1,5496.0,4.592,298.18341,48.44381
2,0.0,1,0,0,0.904,25.8,5073.0,4.571,294.63989,50.33419
2,0.0,0,0,1,1.216,25.7,4700.0,4.605,290.33072,37.882092
0,0.926,0,0,0,0.919,15.2,6918.0,4.021,297.16089,40.042858
2,0.4808294015396076,1,0,0,0.3519,10.0,6115.0,4.469,289.44867,41.731411
2,0.0,0,0,1,0.719,9.5,5297.0,4.626,290.84921,38.63184
0,1.0,0,0,0,0.197,13.2,4391.0,4.598,294.62097,49.89415
2,0.4808294015396076,1,0,0,0.2652,17.7,5166.0,4.593,284.53635,48.749611
1,0.895,0,0,0,0.713,16.9,5037.0,3.783,287.13489,47.488621
0,1.0,0,0,0,0.828,14.2,4904.0,4.535,293.71136,47.887539
0,0.4808294015396076,0,0,0,0.022,7.1,5959.0,4.549,293.43079,46.692089
2,0.0,0,1,1,0.768,21.4,6137.0,4.46,294.11237,46.252708
1,0.992,0,0,0,0.32,15.4,5970.0,4.521,293.74326,45.761589
1,1.0,0,0,0,0.863,20.1,5455.0,4.421,290.74432,43.26078
0,0.996,0,0,0,0.133,13.9,5578.0,4.44,285.66006,46.143471
2,0.0,0,0,1,0.662,10.6,6613.0,3.87,294.71292,46.576221
0,0.986,0,0,0,0.069,11.3,5455.0,4.457,287.08749,42.668671
0,0.77,0,0,0,0.019,8.4,6278.0,4.425,295.37204,38.897739
2,0.0,1,0,1,0.011,23.7,5655.0,4.561,298.29953,44.78899
1,0.99,0,0,0,0.107,12.6,5678.0,4.365,288.2327,48.002178
2,0.4808294015396076,1,0,0,1.8756,13.4,6309.0,4.517,294.91577,46.485321
2,0.0,0,1,0,0.892,13.2,5492.0,4.604,300.56305,43.980068
2,0.0,0,0,1,0.011,10.3,5921.0,4.418,298.01016,43.37159
2,1.0,0,0,1,0.66,16.4,6443.0,4.023,298.94901,43.441715
2,0.0,0,0,1,0.972,11.0,5555.0,4.554,298.85892,46.697208
0,0.848,0,0,0,0.374,14.9,6170.0,4.192,289.92145,46.74456
1,1.0,0,0,0,0.01,12.7,6481.0,4.378,288.16397,42.481079
2,0.0,0,0,1,0.477,14.8,5746.0,4.435,300.23093,46.0452
2,0.0,0,0,1,0.505,17.6,5952.0,4.489,287.18967,38.42382
2,0.0,1,0,1,0.424,12.1,5743.0,4.527,291.19559,38.788078
2,0.0,0,0,1,0.32,17.9,5357.0,4.634,287.96875,46.301659
2,0.4808294015396076,1,0,1,0.1974,13.3,6425.0,4.373,298.05338,40.210739
2,0.0,0,0,1,0.206,18.7,5118.0,4.547,287.98569,46.3484
2,0.0,0,1,1,1.378,230.7,5233.0,4.625,291.24866,40.221352
0,0.965,0,0,0,0.751,15.3,6059.0,4.151,290.48007,51.965012
2,0.016,1,0,1,0.72,13.6,5780.0,4.438,295.66324,38.718243
1,0.364,0,0,0,0.451,11.7,5839.0,4.279,289.07397,40.366009
0,0.4808294015396076,0,0,0,0.2791,17.7,5878.0,4.512,285.85315,44.57222
2,0.0,0,1,1,0.36,16.4,6577.0,4.381,293.48825,39.696331
2,0.0,0,0,0,0.574,27.8,5335.0,4.577,292.91196,47.47504
2,0.0,0,0,0,0.402,17.7,5926.0,4.381,294.54642,46.50787
2,0.4808294015396076,1,0,0,0.1251,9.3,5897.0,4.489,286.7937,44.638561
0,0.938,0,0,0,0.857,12.5,6356.0,4.27,293.93832,45.719021
2,0.0,0,1,1,0.903,24.4,5269.0,4.62,293.20773,41.698582
0,0.4808294015396076,0,0,0,0.2076,10.3,6484.0,4.377,288.16397,42.481079
1,0.999,0,0,0,0.118,10.6,6164.0,4.378,288.46909,46.78368
1,0.997,0,0,0,0.255,12.2,5998.0,4.324,286.22089,41.151249
0,1.0,0,0,0,0.411,13.6,5119.0,4.508,291.39938,38.78775
1,0.967,0,0,0,0.719,14.7,5242.0,4.613,284.9725,44.567551
0,1.0,0,0,0,0.89,6.3,6642.0,4.39,294.63516,40.322128
2,0.0,0,1,1,0.343,18.9,5814.0,4.066,298.46341,48.32185
0,0.964,0,0,0,0.022,9.8,6122.0,4.487,292.31601,42.626251
2,1.0,0,0,1,0.409,14.8,4518.0,4.589,288.44305,42.45676
2,0.0,0,0,1,0.207,18.4,6089.0,4.495,295.19983,46.731731
2,0.0,1,0,0,1.175,117.8,5819.0,4.494,297.27448,46.117908
2,0.0,1,0,0,0.883,15.3,5313.0,4.521,292.58087,38.70911
2,0.0,0,0,1,0.553,15.4,5584.0,4.428,288.0498,46.35833
0,1.0,0,0,0,0.679,9.0,5751.0,4.303,286.35339,44.961182
1,0.998,0,0,0,0.395,17.9,4838.0,4.524,285.17334,48.770039
0,0.999,0,0,0,0.312,13.0,3872.0,4.714,287.36404,47.78521
0,0.98,0,0,0,0.781,16.2,5887.0,4.292,293.98871,46.718021
0,0.554,0,0,0,0.188,14.1,5468.0,4.171,290.49988,40.287689
2,0.0,0,0,1,0.26,15.2,5629.0,4.553,296.47104,51.215221
2,0.409,1,0,0,0.041,11.7,4832.0,2.953,288.05292,38.93792
2,0.4808294015396076,1,0,1,0.0566,14.7,5835.0,4.554,296.82007,43.38802
2,0.4808294015396076,1,0,0,0.1608,8.2,5835.0,4.554,296.82007,43.38802
2,0.0,0,0,0,0.043,9.1,5974.0,4.422,285.47534,38.099361
2,0.0,0,1,0,0.052,1134.3,5529.0,3.685,292.13428,46.202419
0,0.571,0,0,0,0.066,12.1,5410.0,4.49,293.13098,38.159679
0,1.0,0,0,0,1.22,12.9,5234.0,3.436,300.92484,44.24968
0,0.579,0,0,0,0.977,8.8,5332.0,4.083,293.52756,41.111439
1,0.947,0,0,0,0.074,14.0,5883.0,4.149,292.80865,49.579441
2,0.0,1,0,1,0.996,17.4,6963.0,4.25,290.70651,48.226559
0,0.999,0,0,0,0.254,17.7,4991.0,4.513,281.89813,42.28587
0,0.992,0,0,0,0.965,19.1,5505.0,4.503,282.33563,42.84544
2,0.0,1,0,1,0.151,13.3,6117.0,4.496,291.2276,38.771351
2,0.0,0,1,1,0.672,27.9,5921.0,4.465,292.96982,45.905579
0,0.4808294015396076,0,0,0,1.9038,13.5,6392.0,4.399,283.72552,45.676849
2,0.0,1,0,1,0.093,24.1,8473.0,4.123,288.85028,44.596939
1,0.974,0,0,0,0.601,9.5,4934.0,3.927,292.95526,47.573101
2,0.0,0,0,1,0.438,13.3,5590.0,4.56,298.48425,41.06921
0,0.7,0,0,0,0.256,22.6,5745.0,3.957,295.1333,43.631432
0,0.91,0,0,0,0.295,13.2,6290.0,4.133,297.58194,40.5313
2,0.0,0,0,1,0.556,11.0,6245.0,3.826,298.82495,46.713531
0,0.868,0,0,0,0.24,15.3,5936.0,4.501,290.39172,43.440338
2,0.0,1,0,0,1.154,50.4,6187.0,4.499,293.80884,48.36562
1,0.992,0,0,0,0.765,13.5,6117.0,4.315,294.4418,40.571678
0,0.999,0,0,0,0.136,8.0,5841.0,4.52,290.81589,38.970921
0,0.99,0,0,0,0.491,17.2,5952.0,4.475,290.39505,41.78157
2,0.0,0,0,1,0.993,13.1,5017.0,4.531,297.83713,42.079369
0,0.936,0,0,0,0.147,12.5,5398.0,4.571,299.27658,44.291981
2,0.0,1,0,0,0.226,21.9,5665.0,3.58,299.41986,47.562832
0,0.528,0,0,0,0.387,12.6,5266.0,4.611,287.84,38.255489
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.36188,49.02198
2,0.0,0,0,1,0.331,16.9,6313.0,4.24,293.29227,38.2118
0,0.992,0,0,0,0.09,17.4,6040.0,3.978,296.10406,42.34259
1,0.997,0,0,0,0.908,27.4,6341.0,4.278,294.45569,46.743561
1,0.931,0,0,0,0.703,15.3,5757.0,4.536,288.57358,51.472752
2,0.0,0,1,1,0.566,10.4,6845.0,3.89,292.47888,38.657921
2,0.0,1,0,1,0.085,14.4,4643.0,2.595,297.33377,39.44759
2,0.0,1,0,0,0.565,26.4,6287.0,4.064,291.21338,42.625599
0,0.885,0,0,0,0.098,13.9,5486.0,4.389,290.01245,41.089989
2,0.4808294015396076,1,0,0,0.8185,15.2,5802.0,4.073,286.39584,43.075821
1,0.741,0,0,0,0.333,15.7,6046.0,4.423,288.302,47.775551
1,0.994,0,0,0,0.447,16.0,4838.0,4.524,285.17334,48.770039
2,0.4808294015396076,1,0,1,0.0274,7.7,6198.0,4.402,291.69104,38.61499
0,0.939,0,0,0,0.445,12.6,5887.0,4.292,293.98871,46.718021
0,0.914,0,0,0,0.928,14.2,6240.0,4.326,289.01178,51.376019
2,0.4808294015396076,1,0,0,0.5804,12.8,5786.0,4.526,295.07507,44.382992
0,0.907,0,0,0,0.35,9.5,6694.0,4.084,290.81366,40.254875
2,0.0,0,0,1,0.427,20.3,5901.0,4.553,294.48499,38.352859
0,0.979,0,0,0,0.253,11.8,5573.0,4.562,295.21127,41.086971
0,0.935,0,0,0,0.454,10.5,6011.0,4.123,291.19507,40.702702
1,0.947,0,0,0,0.111,26.0,3464.0,4.923,282.25021,44.921108
1,1.0,0,0,0,0.175,19.3,5505.0,4.501,290.58612,46.642689
0,0.991,0,0,0,0.27,10.4,5557.0,4.288,288.58835,42.605659
2,0.0,0,1,1,1.245,1823.0,6428.0,4.226,295.88568,39.31599
2,0.84,1,0,0,0.955,15.6,6997.0,4.475,293.20139,45.454399
1,0.996,0,0,0,0.7,15.2,5107.0,4.615,297.95297,40.806808
2,0.0,0,1,1,0.642,24.0,5687.0,4.582,295.22089,46.823879
2,0.0,0,0,1,0.597,15.3,6444.0,4.416,288.09009,46.322948
2,0.002,0,0,1,0.577,23.8,6028.0,3.842,296.20578,44.660446
2,0.044,1,0,0,0.388,6.4,6186.0,4.358,293.72528,39.511971
0,0.0,0,0,0,0.452,24.6,5553.0,4.577,291.06168,51.404781
2,0.0,0,0,1,0.721,13.8,5808.0,4.583,293.42361,42.917641
2,0.0,0,1,0,0.962,96.8,4898.0,4.686,293.95221,45.31826
2,0.0,0,0,1,0.276,17.2,4965.0,4.536,291.98572,45.211441
0,0.4808294015396076,0,0,0,0.2875,9.9,6060.0,4.419,291.7005,37.843731
0,0.754,0,0,0,0.303,14.1,4849.0,4.561,291.51819,47.139301
1,0.994,0,0,0,0.234,13.4,6202.0,4.401,291.40781,48.017891
2,0.4808294015396076,1,0,0,0.5122,9.6,6935.0,3.95,289.75626,39.57645
0,0.958,0,0,0,0.88,13.9,5595.0,4.57,282.12888,44.303162
1,0.995,0,0,0,0.11,14.3,5991.0,4.375,285.51294,38.079739
2,0.4808294015396076,1,0,0,0.378,10.2,6412.0,4.44,298.00357,48.56424
2,0.4808294015396076,1,0,0,0.5386,11.8,6050.0,4.525,288.79703,42.1689
0,1.0,0,0,0,0.362,11.9,5840.0,4.553,298.00293,43.35461
2,0.0,1,0,1,1.024,13.5,6425.0,3.862,296.2478,44.07679
2,0.0,0,0,0,0.422,14.4,6384.0,4.419,294.7005,46.573132
0,0.089,0,0,0,0.284,16.5,6017.0,3.699,283.85291,45.48526
1,0.146,0,0,0,0.291,17.6,5102.0,4.502,283.58762,40.574928
2,0.4808294015396076,1,0,0,1.7826,11.9,5561.0,4.557,291.79666,47.385929
0,0.951,0,0,0,0.205,12.0,6028.0,4.189,293.5423,43.0261
1,0.996,0,0,0,0.64,12.0,4296.0,4.733,293.28802,43.514992
0,0.998,0,0,0,0.686,18.8,5159.0,3.604,293.79684,45.160728
0,0.125,0,0,0,0.005,12.0,5159.0,3.604,293.79684,45.160728
2,0.4808294015396076,1,0,0,1.5922,9.6,6004.0,4.45,286.53278,44.554569
1,0.998,0,0,0,0.601,12.5,5984.0,4.521,296.51666,44.608608
2,0.0,0,1,0,1.18,15.6,5575.0,3.516,299.20667,45.64547
1,1.0,0,0,0,0.811,11.2,5767.0,4.287,288.66077,43.36808
2,0.0,1,0,0,0.536,31.0,5277.0,4.625,291.58682,42.827621
2,0.006,0,0,1,0.419,17.4,6091.0,4.487,293.6228,41.966492
2,0.4808294015396076,1,0,0,0.2569,10.2,5822.0,4.529,294.73132,43.989361
0,1.0,0,0,0,0.173,10.0,5487.0,4.568,290.88486,39.115921
0,0.694,0,0,0,0.062,7.2,6210.0,4.467,296.896,48.04726
2,0.0,0,1,1,1.172,25.4,6181.0,4.464,299.08536,40.774529
0,1.0,0,0,0,0.003,8.5,6355.0,4.299,301.15656,44.379532
2,0.0,0,1,0,0.295,17.4,5296.0,4.604,293.82782,48.054241
2,0.4808294015396076,1,0,0,0.3471,10.1,6167.0,4.451,290.62659,41.490959
1,0.949,0,0,0,0.036,16.1,5858.0,4.502,286.69522,40.291809
2,0.087,1,0,0,0.439,6.5,4673.0,2.412,286.77161,39.266941
1,0.917,0,0,0,0.908,16.4,6325.0,4.409,294.33847,50.33654
2,0.0,1,0,0,0.74,69.3,6911.0,3.661,286.04739,38.979851
1,0.974,0,0,0,0.201,15.5,5821.0,4.283,289.18265,47.873379
1,0.905,0,0,0,0.495,12.5,5168.0,4.566,291.62878,41.208599
2,0.012,0,0,1,0.061,10.5,6077.0,4.451,299.60825,41.268341
2,0.0,0,0,1,0.147,8.1,5897.0,4.531,296.63315,39.327141
2,0.0,0,1,0,0.461,7.9,6732.0,3.632,299.08658,45.776821
0,0.999,0,0,0,0.227,14.0,6180.0,4.155,294.20984,46.479969
0,0.972,0,0,0,0.152,15.0,6065.0,4.495,296.81158,41.51569
1,0.896,0,0,0,0.008,12.3,5432.0,3.993,287.93719,46.418491
2,0.4808294015396076,1,0,0,0.3872,9.7,5821.0,4.554,290.04114,42.10574
2,0.0,0,0,1,0.57,10.3,5513.0,4.543,294.99649,39.629921
2,0.4808294015396076,1,0,0,0.1725,7.1,6749.0,4.031,287.39777,43.414341
2,0.0,0,1,0,0.022,13.8,5496.0,4.405,291.61646,48.775639
2,0.4808294015396076,1,0,0,0.5182,7.3,7217.0,3.893,296.04196,48.681351
2,0.4808294015396076,1,0,0,0.2583,11.1,6065.0,4.452,287.25299,45.90934
0,0.965,0,0,0,0.117,10.4,5702.0,4.247,293.28015,46.560089
2,0.4808294015396076,1,0,0,0.3097,11.8,5979.0,4.557,290.44476,48.462891
2,0.4808294015396076,1,0,0,0.4148,13.8,5485.0,4.556,285.28363,38.947281
2,1.0,0,1,0,0.804,16.6,6380.0,4.24,286.62854,50.471272
2,0.0,1,0,0,1.262,10.8,6256.0,4.493,291.18927,38.731159
0,1.0,0,0,0,0.186,13.6,5574.0,4.505,290.77655,47.64843
2,0.0,0,0,1,0.093,12.8,6122.0,4.471,290.97906,50.258148
0,0.651,0,0,0,0.74,16.4,5999.0,4.263,286.77313,39.277531
0,0.898,0,0,0,0.417,10.7,6256.0,4.27,299.09537,43.439098
2,0.0,0,0,1,0.372,13.8,5910.0,4.55,292.68515,41.905918
0,0.98,0,0,0,0.179,11.7,5799.0,4.548,292.02621,41.984119
1,0.934,0,0,0,0.323,11.9,4821.0,4.529,296.45776,41.266022
0,0.986,0,0,0,0.704,12.7,6102.0,4.449,295.09201,49.940079
2,0.0,0,1,1,0.609,13.9,3585.0,4.868,288.86853,39.496132
2,0.4808294015396076,1,0,0,0.2848,6.7,4891.0,4.524,290.62686,41.4604
2,0.0,1,0,0,0.722,30.2,6508.0,4.163,292.61426,41.437229
1,0.975,0,0,0,0.21,13.2,4339.0,4.711,284.56689,49.01255
2,0.4808294015396076,1,0,0,0.2803,11.0,6187.0,4.446,287.56268,45.679008
0,1.0,0,0,0,0.944,8.6,5721.0,4.442,299.3028,41.441017
2,0.0,0,0,1,0.308,6.9,5984.0,4.421,290.27658,41.269341
0,0.493,0,0,0,1.253,14.4,4803.0,4.623,297.05902,49.4785
1,0.991,0,0,0,0.369,11.4,6144.0,4.149,285.70346,44.422001
0,1.0,0,0,0,0.028,10.8,6258.0,4.442,288.70859,46.018188
2,0.0,0,0,1,1.422,11.1,6335.0,4.427,296.06665,39.938011
2,0.0,0,0,0,0.257,12.4,5233.0,4.489,299.0098,46.684738
2,0.0,0,1,1,0.116,17.1,6077.0,4.471,295.46341,46.01123
0,0.427,0,0,0,0.517,15.2,6990.0,4.115,295.31512,39.141048
0,1.0,0,0,0,0.108,12.2,6371.0,4.426,294.69696,46.720188
2,0.4808294015396076,1,0,0,0.0125,11.2,6122.0,4.487,286.78354,44.73737
2,0.4808294015396076,1,0,0,0.5045,14.0,6343.0,4.411,286.58829,44.640411
1,1.0,0,0,0,0.563,24.4,5051.0,4.562,289.75229,41.634605
0,0.98,0,0,0,0.32,7.3,5252.0,4.593,292.02829,43.946362
2,0.4808294015396076,1,0,0,0.3422,19.8,8711.0,3.795,294.01822,38.226292
0,0.971,0,0,0,0.984,12.5,5684.0,3.915,293.43478,41.716881
0,0.4808294015396076,0,0,0,0.1702,8.8,5376.0,4.601,291.22043,43.574268
2,0.276,0,0,1,0.036,17.3,5601.0,4.144,289.61856,47.557968
0,0.999,0,0,0,0.247,11.2,6208.0,4.454,283.70471,47.385288
0,0.98,0,0,0,0.015,12.3,5854.0,4.114,289.90417,38.651371
0,0.944,0,0,0,0.256,10.7,5525.0,4.488,298.75836,41.631031
2,0.4808294015396076,0,0,1,0.2516,12.1,6418.0,4.395,296.66855,43.540569
2,0.0,0,1,1,1.252,100.4,5728.0,4.575,291.91415,37.807819
0,1.0,0,0,0,0.373,15.3,5929.0,4.123,295.59735,43.596401
0,0.965,0,0,0,0.311,10.4,6469.0,4.385,291.12744,47.938801
0,1.0,0,0,0,0.983,9.9,6108.0,4.251,291.88797,43.649811
0,1.0,0,0,0,0.242,10.9,5515.0,4.592,295.36145,45.914841
2,0.0,0,0,1,0.532,11.1,5632.0,4.554,292.14804,44.70414
2,0.003,0,0,1,0.499,9.5,6175.0,4.41,285.56747,38.040691
2,0.4808294015396076,0,0,1,0.3252,10.5,6088.0,4.225,298.91083,42.18504
2,0.0,0,0,1,0.194,17.6,5400.0,4.443,295.66672,43.37035
2,0.4808294015396076,1,0,0,0.2545,8.2,5957.0,4.506,290.57632,41.546188
1,0.944,0,0,0,0.529,13.0,5802.0,4.218,290.14655,39.665821
2,0.0,1,0,1,1.377,97.5,6607.0,4.363,293.52997,45.66433
0,0.972,0,0,0,0.022,13.3,5602.0,4.269,285.59543,40.679722
2,0.0,1,0,1,0.628,34.9,6106.0,4.405,292.93552,42.824871
2,0.4808294015396076,0,1,1,1.3295,97.8,6217.0,4.472,293.94012,40.447189
1,0.997,0,0,0,0.561,15.9,6302.0,4.259,289.87506,43.420959
2,0.0,1,0,1,0.53,15.4,5367.0,4.639,300.23587,44.76952
2,0.0,0,0,1,0.384,11.4,6018.0,4.081,297.09583,46.211021
0,0.872,0,0,0,1.125,10.5,5485.0,4.575,299.01312,41.329311
0,1.0,0,0,0,0.353,12.7,6049.0,4.248,289.77954,41.214409
2,0.0,1,0,0,0.692,11.8,9005.0,3.84,293.72,39.446449
2,0.4808294015396076,1,0,0,1.6053,236.1,8092.0,3.725,289.26575,40.255482
0,0.998,0,0,0,0.304,10.8,6174.0,4.398,300.6496,44.05574
0,0.917,0,0,0,0.058,12.5,6117.0,4.244,283.35046,45.339111
2,0.4808294015396076,1,0,0,0.1215,11.6,5583.0,4.559,290.16418,41.782631
2,0.4808294015396076,1,0,0,0.2043,8.8,5822.0,4.529,294.12762,43.975128
0,0.446,0,0,0,0.197,11.9,5751.0,4.431,297.60236,40.803219
1,0.665,0,0,0,0.084,10.3,6210.0,4.407,297.27087,46.928421
2,0.0,0,0,1,0.145,10.1,4623.0,4.719,291.20007,39.053982
2,0.4808294015396076,1,0,0,0.4202,10.8,6225.0,4.45,294.91486,43.862431
0,1.0,0,0,0,0.097,14.9,5843.0,4.474,296.77414,40.793282
0,0.967,0,0,0,0.095,10.4,5919.0,4.485,284.68292,41.592411
0,1.0,0,0,0,0.19,9.8,5352.0,4.585,295.47382,39.124561
1,0.989,0,0,0,0.043,11.4,4926.0,4.653,283.21274,45.349861
0,0.603,0,0,0,0.823,10.5,5500.0,4.228,285.15942,47.88274
0,1.0,0,0,0,0.312,22.1,6263.0,4.024,287.6376,46.204411
2,0.4808294015396076,1,0,0,0.0927,8.4,6167.0,4.444,290.0632,41.81522
2,0.0,1,0,0,0.796,21.8,7523.0,3.986,298.96481,44.45277
1,1.0,0,0,0,0.278,12.7,5376.0,4.576,284.87134,49.775909
2,0.0,0,0,1,0.46,17.5,5406.0,4.569,282.61804,46.787521
0,1.0,0,0,0,0.997,15.0,5619.0,4.488,292.98517,46.506569
0,0.985,0,0,0,0.728,13.9,6311.0,3.993,288.59967,46.031712
2,0.4808294015396076,1,0,0,0.5758,13.7,6140.0,4.354,287.08252,46.104069
2,0.4808294015396076,1,0,0,0.3241,6.3,6382.0,3.94,288.84711,39.934311
2,0.001,0,0,1,0.109,9.3,6434.0,4.208,297.77899,39.776001
2,0.4808294015396076,1,0,0,0.3979,9.3,6967.0,4.193,296.17621,43.931751
0,0.8,0,0,0,0.115,11.3,5420.0,4.596,291.64294,37.632408
0,0.998,0,0,0,0.746,11.3,5973.0,4.547,290.7377,45.725368
0,0.894,0,0,0,0.39,10.3,5623.0,4.596,287.50766,44.31424
1,1.0,0,0,0,0.334,26.8,5051.0,4.562,289.75229,41.634605
0,1.0,0,0,0,0.006,12.1,5807.0,4.576,289.26697,51.751221
0,0.983,0,0,0,1.201,11.7,5729.0,4.509,294.22134,39.989521
0,1.0,0,0,0,0.428,11.5,6058.0,4.54,298.78278,48.312809
1,0.806,0,0,0,0.045,11.8,5295.0,4.548,295.90503,45.40543
0,0.988,0,0,0,1.063,11.9,6146.0,4.454,301.56284,44.240391
2,0.0,0,0,1,0.541,26.7,5574.0,3.818,292.79254,47.576721
2,0.0,1,0,0,0.0,106.8,7078.0,4.192,295.49011,39.105862
2,0.4808294015396076,1,0,0,1.9614,5.9,6526.0,3.883,297.85822,41.330231
0,0.996,0,0,0,0.809,12.8,5944.0,4.293,292.35605,39.11945
1,0.995,0,0,0,0.967,17.6,5749.0,4.002,286.35922,42.227482
2,0.4808294015396076,1,0,0,0.3636,7.4,6382.0,3.94,288.84711,39.934311
1,0.987,0,0,0,0.63,10.8,6720.0,4.316,295.17538,45.930908
2,0.0,1,0,1,0.025,9.0,5963.0,4.321,291.16129,38.710602
2,0.0,1,0,0,0.201,15.2,7758.0,4.106,294.46487,39.725391
0,1.0,0,0,0,0.625,13.4,5788.0,4.178,288.39529,39.872627
2,0.0,1,0,1,1.183,18.4,5942.0,4.506,287.82877,42.061642
0,1.0,0,0,0,0.12,2.9,6335.0,4.375,296.29056,44.42326
2,0.4808294015396076,1,0,0,0.9735,12.6,6343.0,4.411,292.26291,46.430641
2,0.4808294015396076,0,0,1,0.1364,11.0,5780.0,4.438,300.9288,44.356293
0,1.0,0,0,0,0.956,14.4,4970.0,3.924,299.13779,43.498638
2,0.0,0,0,1,0.399,11.6,6018.0,4.485,290.51785,41.238762
0,1.0,0,0,0,0.664,12.7,5295.0,4.548,295.90503,45.40543
2,0.0,0,0,1,0.927,12.6,5949.0,4.389,295.7023,43.900928
2,0.4808294015396076,1,0,0,0.348,6.0,4407.0,4.593,290.35947,41.552052
0,1.0,0,0,0,0.282,11.7,5869.0,4.513,284.6134,48.37347
0,0.995,0,0,0,0.041,8.7,5490.0,4.557,291.2941,41.91283
2,0.002,0,0,1,0.203,13.3,5529.0,4.583,284.65338,42.48835
2,0.0,0,0,1,0.359,13.4,5964.0,4.471,295.19534,39.92725
2,0.0,0,1,0,0.28,31.6,5570.0,4.561,289.74673,50.99371
2,0.0,0,1,1,1.254,16.4,6260.0,4.433,291.9281,41.968441
0,0.831,0,0,0,0.597,14.2,6120.0,4.093,292.93643,46.753021
0,1.0,0,0,0,0.079,9.5,5874.0,4.498,288.44839,49.714031
0,0.97,0,0,0,0.534,9.7,5119.0,4.591,291.45734,37.206841
2,0.0,0,0,0,0.377,13.3,6077.0,4.471,287.64566,48.638821
2,0.4808294015396076,0,0,0,0.7955,14.1,5547.0,4.534,291.21246,50.45356
0,0.986,0,0,0,0.473,13.9,5303.0,3.87,290.25931,46.885109
2,0.0,0,1,1,0.466,10.8,6667.0,4.358,294.04175,39.457371
0,0.983,0,0,0,0.707,13.2,6117.0,4.244,283.35046,45.339111
0,0.817,0,0,0,0.979,11.9,5780.0,4.438,283.83884,40.421974
0,1.0,0,0,0,0.435,11.3,5356.0,4.589,289.18149,51.562538
0,0.844,0,0,0,0.754,11.0,6015.0,4.297,283.57269,41.695728
0,0.96,0,0,0,0.003,10.7,5929.0,4.357,288.34488,49.021938
0,0.809,0,0,0,0.032,8.2,5490.0,4.557,291.2941,41.91283
1,1.0,0,0,0,0.018,24.4,5051.0,4.562,289.75229,41.634605
0,0.988,0,0,0,0.081,13.1,6173.0,4.314,291.09943,44.545689
0,0.997,0,0,0,0.221,11.9,5401.0,4.593,286.33011,39.683182
2,0.4808294015396076,0,0,1,0.735,10.6,5780.0,4.438,288.53769,43.258904
0,0.686,0,0,0,0.666,13.4,4705.0,4.572,294.3735,40.65144
2,0.4808294015396076,1,0,1,0.2544,10.2,5680.0,4.595,294.43747,44.180901
0,0.695,0,0,0,0.667,10.9,6068.0,4.565,295.6709,47.830399
2,0.0,0,0,1,0.711,14.2,6246.0,4.433,293.26266,46.30888
