koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_impact,koi_model_snr,koi_steff,koi_slogg,ra,dec
1,0.971,0,0,0,0.966,43.4,5931.0,4.322,283.23581,41.34304
1,1.0,0,0,0,0.024,18.9,5815.0,4.54,291.40945,38.340019
2,0.0,0,0,1,0.727,13.6,5318.0,4.601,299.72845,44.031811
2,0.0,0,0,1,0.489,29.9,5508.0,4.569,298.65317,47.713711
0,0.962,0,0,0,0.052,12.3,6468.0,4.363,292.80722,38.884232
1,0.858,0,0,0,0.928,16.0,3675.0,4.869,285.73981,40.980049
0,1.0,0,0,0,0.706,15.7,4805.0,4.633,290.61798,37.289089
0,0.858,0,0,0,0.01,14.8,4805.0,4.633,290.61798,37.289089
1,0.768,0,0,0,0.398,13.9,5675.0,4.209,285.34695,48.312248
2,0.0,0,1,0,0.21,842.3,5769.0,4.338,297.66467,47.801392
1,1.0,0,0,0,0.188,89.3,5497.0,4.437,297.96155,48.244362
1,1.0,0,0,0,0.135,41.6,5497.0,4.437,297.96155,48.244362
1,1.0,0,0,0,0.384,138.5,5794.0,4.263,295.1189,48.481281
1,1.0,0,0,0,0.513,88.4,5794.0,4.263,295.1189,48.481281
2,0.0,0,0,1,0.953,16.9,6220.0,4.378,293.0708,37.98687
1,1.0,0,0,0,0.904,84.7,6147.0,4.412,286.68945,39.21191
1,0.987,0,0,0,0.365,16.4,6119.0,4.472,293.31168,46.04171
1,0.254,0,0,0,0.928,14.6,5142.0,4.515,286.27167,45.440811
0,0.999,0,0,0,0.741,11.0,5516.0,4.544,290.04388,44.370602
1,0.977,0,0,0,0.264,12.5,6296.0,4.21,286.5806,48.544189
0,0.981,0,0,0,0.983,14.0,5135.0,4.464,297.04208,39.912231
1,1.0,0,0,0,0.093,13.1,6572.0,4.365,293.8902,48.336121
2,0.0,1,0,1,1.24,125.2,6091.0,4.487,295.26227,46.78138
0,0.999,0,0,0,0.332,11.7,5837.0,4.502,298.53967,40.183659
1,0.997,0,0,0,0.42,15.2,5430.0,3.923,293.71912,43.124592
0,1.0,0,0,0,0.315,99.5,6150.0,3.96,293.71646,46.226654
2,0.014,0,0,1,0.461,11.4,6355.0,4.41,296.11734,47.879829
0,1.0,0,0,0,0.015,106.9,5866.0,4.117,282.94565,47.574905
1,1.0,0,0,0,0.429,250.0,5866.0,4.117,282.94565,47.574905
1,0.998,0,0,0,0.011,27.3,5794.0,4.263,295.1189,48.481281
2,0.0,0,1,0,0.621,98.0,5231.0,4.544,294.97745,38.678352
1,1.0,0,0,0,0.028,122.9,5607.0,4.536,283.34027,48.549042
1,1.0,0,0,0,0.658,128.3,4883.0,4.549,286.52481,48.683601
1,1.0,0,0,0,0.768,49.5,5103.0,4.584,298.66092,48.606369
0,0.989,0,0,0,0.116,15.8,6231.0,4.276,299.707,43.622601
2,0.0,0,0,1,1.258,43.2,6290.0,4.442,300.71927,45.09605
2,0.0,0,1,1,0.527,21.7,5793.0,4.561,293.53629,39.69009
0,0.508,0,0,0,0.624,8.0,5596.0,4.298,296.19614,45.634331
2,0.0,0,0,1,0.436,14.5,6854.0,3.808,293.98346,39.43042
0,1.0,0,0,0,0.094,16.2,5383.0,4.603,299.08099,42.018139
0,0.887,0,0,0,0.032,14.0,5165.0,4.599,294.29004,39.126869
2,0.0,0,1,1,1.191,13.7,4947.0,4.621,295.06442,39.960659
1,0.919,0,0,0,0.869,51.1,5931.0,4.322,283.23581,41.34304
2,0.378,1,0,0,0.008,23.7,5676.0,4.1,295.92065,47.448608
0,0.992,0,0,0,0.007,13.2,4889.0,4.637,290.26028,38.354988
0,1.0,0,0,0,0.011,14.3,5741.0,4.365,297.03922,39.785259
2,0.0,0,0,1,0.763,52.9,6958.0,4.195,298.04419,47.627918
1,0.995,0,0,0,0.561,63.2,5611.0,4.144,297.27798,48.320332
1,1.0,0,0,0,0.896,26.1,5611.0,4.144,297.27798,48.320332
0,0.972,0,0,0,0.97,12.7,6172.0,4.198,297.47711,39.877239
2,0.0,0,1,0,0.116,1049.3,5843.0,4.403,300.15186,45.089611
1,1.0,0,0,0,0.349,77.3,5780.0,4.421,287.32663,48.673431
2,0.351,0,1,0,0.982,97.5,6116.0,4.335,291.15738,48.861145
1,1.0,0,0,0,0.77,145.5,4687.0,4.627,293.68573,48.825142
1,1.0,0,0,0,0.021,61.7,5725.0,4.353,286.85266,49.261681
0,0.917,0,0,0,0.923,11.9,5017.0,4.516,292.4404,43.209431
0,0.983,0,0,0,0.068,42.5,5787.0,4.402,287.86142,49.264462
1,0.0,0,0,0,0.02,355.0,5970.0,4.317,284.4335,49.305161
1,1.0,0,0,0,0.956,19.2,6038.0,4.524,287.46606,40.75845
2,0.0,0,0,1,0.256,19.1,5024.0,4.613,295.21753,39.933128
1,1.0,0,0,0,0.013,154.5,6407.0,4.268,283.1507,45.139832
1,1.0,0,0,0,0.606,111.0,5671.0,4.094,287.655,39.244289
0,0.9,0,0,0,0.579,17.1,3952.0,4.716,296.73724,44.50148
1,0.996,0,0,0,0.238,15.7,5282.0,3.913,291.84781,48.968128
2,0.0,0,0,1,0.919,16.0,5933.0,4.334,299.44733,41.398121
1,0.933,0,0,0,0.669,13.9,5011.0,3.903,288.24377,41.110081
0,0.0,0,0,0,0.577,13.4,5141.0,4.505,286.76147,38.34351
0,0.994,0,0,0,0.234,13.5,5462.0,4.56,285.7485,44.632462
2,0.0,0,0,1,1.312,40.6,5337.0,4.594,300.97794,44.089069
2,0.0,0,0,1,0.014,28.1,6591.0,4.024,296.35733,48.86372
0,0.552,0,0,0,0.5,11.9,6249.0,4.428,286.97128,44.708302
1,0.59,0,0,0,0.017,52.6,5929.0,4.243,298.26895,48.91674
1,1.0,0,0,0,0.72,80.9,5923.0,4.377,284.73904,49.5984
1,0.958,0,0,0,0.828,19.9,5923.0,4.377,284.73904,49.5984
1,1.0,0,0,0,0.778,64.4,5725.0,4.326,285.04169,50.075378
1,0.88,0,0,0,0.002,232.4,5970.0,4.317,284.4335,49.305161
0,0.889,0,0,0,0.9,16.3,3891.0,4.718,283.33606,47.174541
1,0.999,0,0,0,0.005,43.5,5970.0,4.317,284.4335,49.305161
2,0.0,0,1,1,0.387,162.9,5780.0,4.438,292.03091,37.773529
1,1.0,0,0,0,0.915,40.9,5857.0,4.204,298.06769,49.412601
0,1.0,0,0,0,0.878,116.3,6200.0,4.072,295.21268,49.56218
0,0.989,0,0,0,0.682,17.4,6200.0,4.072,295.21268,49.56218
2,0.0,0,1,1,1.263,133.9,5853.0,4.529,294.59052,41.94651
1,0.987,0,0,0,0.093,16.5,6415.0,4.374,290.86771,38.960121
1,1.0,0,0,0,0.604,14.8,5380.0,4.616,296.00943,50.498379
2,0.0,0,0,0,0.53,22.2,5701.0,4.291,294.53619,46.50983
1,1.0,0,0,0,0.025,25.3,5858.0,4.553,295.68484,39.256142
2,0.0,0,1,1,0.604,24.8,6050.0,4.509,288.14764,43.099709
2,0.0,1,0,1,0.68,5.9,5316.0,4.477,281.74261,42.123081
0,0.983,0,0,0,0.14,15.2,5702.0,4.258,287.20587,38.498055
0,1.0,0,0,0,0.249,12.0,6173.0,4.447,291.88632,44.478981
2,0.0,0,0,1,0.054,10.9,5517.0,4.631,293.77737,38.775459
1,0.998,0,0,0,0.775,43.5,5931.0,4.322,283.23581,41.34304
2,0.0,0,0,1,0.74,16.5,9206.0,4.112,298.38052,47.836048
0,0.983,0,0,0,0.314,12.2,5382.0,4.571,290.34851,50.902851
1,1.0,0,0,0,0.906,39.5,6085.0,4.218,286.24719,50.242409
1,1.0,0,0,0,0.846,36.3,5250.0,4.541,290.49426,52.055519
0,0.915,0,0,0,0.954,22.9,5250.0,4.541,290.49426,52.055519
1,1.0,0,0,0,0.362,94.1,5533.0,4.337,285.66165,37.9645
2,0.0,0,1,0,0.755,394.7,5780.0,4.438,290.26614,38.837917
2,0.0,0,0,1,0.721,60.6,5947.0,3.939,290.12018,38.50951
1,1.0,0,0,0,0.526,70.9,5936.0,4.501,296.41855,49.5401
0,0.998,0,0,0,0.513,22.3,5936.0,4.501,296.41855,49.5401
1,1.0,0,0,0,0.016,84.5,6045.0,4.276,296.56662,49.696251
1,1.0,0,0,0,0.033,273.7,5311.0,3.864,297.73639,49.63715
2,0.0,0,1,0,0.617,3845.4,5926.0,4.187,293.91489,50.46933
0,1.0,0,0,0,0.044,10.9,5115.0,4.477,286.81937,46.91169
2,0.0,0,0,1,0.587,17.2,5605.0,4.381,290.97223,40.994678
1,0.996,0,0,0,0.925,13.7,5721.0,4.307,292.08185,38.915031
2,0.0,0,0,1,0.235,14.6,6065.0,4.487,296.61996,48.9058
1,1.0,0,0,0,0.577,190.3,5903.0,4.304,288.45065,40.245327
1,0.983,0,0,0,0.643,12.8,5902.0,4.128,283.94244,41.4716
0,0.94,0,0,0,0.906,30.5,6366.0,4.045,287.3912,42.194832
0,0.963,0,0,0,0.449,11.2,5843.0,4.421,287.97885,42.679359
0,0.979,0,0,0,0.32,8.5,5843.0,4.421,287.97885,42.679359
0,0.673,0,0,0,0.006,10.1,5843.0,4.421,287.97885,42.679359
2,0.0,0,0,1,0.781,12.1,5769.0,4.57,286.01587,38.411339
2,0.0,0,0,1,0.468,18.8,5706.0,4.537,290.9725,50.267948
1,1.0,0,0,0,0.516,36.7,4963.0,4.501,294.66797,43.85326
0,1.0,0,0,0,0.716,111.1,6032.0,4.387,290.73517,44.09132
0,1.0,0,0,0,0.594,79.6,5862.0,4.555,301.14789,44.104542
1,0.989,0,0,0,0.885,125.4,5768.0,4.434,286.04712,45.053211
1,1.0,0,0,0,0.05,43.8,5768.0,4.434,286.04712,45.053211
2,0.189,1,0,0,0.712,7.6,6007.0,4.353,299.67587,47.07584
1,0.999,0,0,0,0.757,22.8,4963.0,4.501,287.56473,44.305
2,0.0,0,0,1,0.615,68.1,5812.0,3.598,288.44153,45.609001
1,1.0,0,0,0,0.653,42.5,6242.0,4.442,292.4274,44.381271
2,0.0,0,1,1,0.932,55.1,5646.0,4.278,281.76578,44.57637
0,0.926,0,0,0,0.639,24.9,5244.0,4.449,291.05722,44.632381
2,0.047,1,0,0,0.062,15.6,5619.0,4.07,286.39584,43.075821
1,1.0,0,0,0,0.479,1022.2,5359.0,4.425,299.90591,45.439678
0,0.0,0,0,0,0.717,212.9,6230.0,4.397,290.38983,45.665329
1,1.0,0,0,0,0.065,556.2,6266.0,4.101,296.96027,46.034302
2,0.0,0,1,0,1.065,465.4,6202.0,4.537,295.43478,46.203129
1,0.999,0,0,0,0.21,24.8,5465.0,4.449,287.698,42.338718
2,0.174,1,0,0,0.336,7.0,5600.0,4.455,284.67728,44.79768
1,1.0,465,0,0,0.329,36.1,5215.0,4.518,297.67261,48.302311
1,1.0,0,0,0,0.724,77.2,3744.0,4.718,298.10571,48.40115
1,1.0,0,0,0,0.065,83.9,5515.0,4.453,283.50726,48.552601
1,1.0,0,0,0,0.547,88.3,5480.0,4.509,290.43759,48.791882
1,1.0,0,0,0,0.014,98.8,5409.0,4.609,293.16016,48.881191
0,0.425,0,0,0,0.319,9.0,4729.0,4.726,288.45605,45.80212
0,1.0,0,0,0,0.02,105.9,5351.0,4.582,283.54416,45.225552
0,0.0,0,0,0,0.027,57.6,5770.0,4.289,300.90778,45.45787
1,1.0,0,0,0,0.049,186.7,6181.0,4.22,288.68869,41.15118
1,1.0,0,0,0,0.001,153.3,5703.0,4.498,293.05722,45.551189
2,0.0,0,1,1,0.978,24.7,5834.0,4.591,285.3385,46.309872
0,0.879,0,0,0,0.038,8.3,6347.0,4.464,290.88831,51.248169
1,1.0,0,0,0,0.553,183.1,6026.0,4.366,293.88293,44.638088
1,1.0,0,0,0,0.502,52.1,5103.0,4.562,288.58405,44.733799
1,1.0,0,0,0,0.76,37.9,5103.0,4.562,288.58405,44.733799
1,1.0,0,0,0,0.514,69.8,5822.0,4.529,292.22031,44.700031
1,1.0,0,0,0,0.022,101.6,5713.0,4.541,293.17133,45.065601
0,0.676,0,0,0,0.467,11.2,5888.0,4.275,287.37125,39.603569
2,0.0,0,1,1,0.911,140.2,5936.0,4.501,297.97424,46.804562
0,1.0,0,0,0,0.786,62.4,6072.0,4.328,294.02298,46.99955
0,1.0,0,0,0,0.435,68.4,5312.0,4.384,283.0228,47.261131
1,1.0,0,0,0,0.013,40.7,5312.0,4.384,283.0228,47.261131
1,0.995,0,0,0,0.188,21.9,5312.0,4.384,283.0228,47.261131
2,0.001,1,0,0,0.287,4.9,5284.0,4.523,297.71039,48.083832
1,1.0,0,0,0,0.016,82.1,5409.0,4.609,293.16016,48.881191
1,1.0,0,0,0,0.008,66.1,5409.0,4.609,293.16016,48.881191
2,0.0,1,0,0,0.014,225.5,9974.0,4.048,293.78574,45.01849
2,0.0,0,1,1,1.232,42.3,5724.0,4.429,296.80893,48.965389
1,1.0,0,0,0,0.594,88.1,5631.0,4.557,286.55103,49.418739
2,0.122,1,0,1,0.084,9.3,3780.0,4.746,287.85812,42.542629
1,1.0,0,0,0,0.043,82.6,5386.0,4.322,287.1011,46.896481
1,1.0,0,0,0,0.336,44.7,5386.0,4.322,287.1011,46.896481
1,1.0,0,0,0,0.568,42.4,5386.0,4.322,287.1011,46.896481
2,0.0,0,1,0,0.026,76.0,5559.0,4.578,288.84903,47.021969
1,1.0,0,0,0,0.595,30.6,5749.0,4.547,288.67068,47.399139
1,0.374,1,0,0,0.702,5.9,2703.0,5.274,292.50378,41.830421
0,1.0,0,0,0,0.919,363.9,4004.0,4.659,287.69119,47.546902
1,0.962,0,0,0,0.016,22.5,5713.0,4.541,293.17133,45.065601
1,0.989,0,0,0,0.763,67.6,5105.0,4.469,291.18338,45.32317
0,0.972,0,0,0,0.663,70.4,5918.0,4.403,283.37482,43.788219
1,0.994,0,0,0,0.845,29.8,5105.0,4.469,291.18338,45.32317
0,0.971,0,0,0,0.795,14.4,5619.0,4.07,286.39584,43.075821
1,0.559,0,0,0,0.934,21.5,5105.0,4.469,291.18338,45.32317
1,1.0,0,0,0,0.055,535.5,6490.0,3.942,296.81369,47.526611
1,1.0,0,0,0,0.048,209.2,5246.0,4.501,297.70023,47.86375
1,1.0,0,0,0,0.468,81.2,4200.0,4.664,285.48505,48.054321
0,0.998,0,0,0,0.074,11.1,4200.0,4.664,285.48505,48.054321
0,0.343,0,0,0,0.681,10.6,5933.0,4.342,297.46533,42.882839
1,1.0,0,0,0,0.013,72.7,5402.0,4.452,282.46051,48.257118
1,0.963,0,0,0,0.049,17.2,5465.0,4.449,287.698,42.338718
1,1.0,0,0,0,0.012,75.7,5211.0,4.643,291.2211,50.581299
2,0.0,0,1,1,0.978,78.4,6153.0,4.471,296.10959,51.005501
1,1.0,0,0,0,0.024,70.3,5565.0,4.361,289.52115,51.237309
2,0.269,1,0,0,1.17,7.7,5798.0,4.025,293.72586,47.24704
1,1.0,0,0,0,0.017,57.6,5657.0,4.508,290.24704,52.149132
1,1.0,0,0,0,0.671,42.6,5684.0,4.493,286.9639,37.829708
1,1.0,0,0,0,0.847,83.7,6123.0,4.472,284.2572,47.68895
1,1.0,0,0,0,0.88,46.8,5372.0,4.434,280.64136,47.751942
1,1.0,0,0,0,0.113,83.0,6181.0,4.22,288.68869,41.15118
0,0.812,0,0,0,0.029,12.5,6336.0,4.266,298.81638,43.998039
0,0.999,0,0,0,0.976,12.3,5372.0,4.434,280.64136,47.751942
1,1.0,0,0,0,0.898,49.1,5299.0,4.597,298.66373,47.762039
1,1.0,0,0,0,0.014,49.0,5573.0,4.177,286.00494,45.480389
1,1.0,0,0,0,0.625,97.3,5475.0,4.43,287.91791,45.592869
1,1.0,0,0,0,0.794,60.2,5475.0,4.43,287.91791,45.592869
1,0.932,0,0,0,0.732,18.3,5475.0,4.43,287.91791,45.592869
1,1.0,0,0,0,0.644,70.3,5617.0,4.574,291.35464,45.747898
1,0.997,0,0,0,0.645,40.6,5402.0,4.452,282.46051,48.257118
1,1.0,0,0,0,0.853,117.0,6099.0,4.456,290.74768,48.242008
1,1.0,0,0,0,0.033,227.4,5234.0,4.542,298.55084,48.332451
2,0.0,0,0,1,0.579,8.6,6052.0,4.456,284.84662,49.692402
1,0.992,0,0,0,0.75,287.6,5234.0,4.542,298.55084,48.332451
2,0.0,0,1,0,0.75,873.4,5681.0,4.566,288.6925,49.72353
2,0.0,0,0,1,0.754,49.5,6521.0,4.352,291.54099,37.816559
2,0.4808294015396076,0,0,0,0.1897,5.4,6517.0,4.349,291.54099,37.816559
1,1.0,0,0,0,0.102,63.0,4799.0,4.631,292.65842,38.34539
2,0.217,1,0,0,0.943,7.5,5640.0,4.492,283.42911,47.59251
1,1.0,0,0,0,0.75,242.7,4900.0,4.602,281.48273,47.208031
1,0.0,0,0,0,0.216,544.2,4799.0,4.631,292.65842,38.34539
1,1.0,0,0,0,0.189,44.5,5299.0,4.597,298.66373,47.762039
1,1.0,0,0,0,0.316,152.4,6050.0,4.45,296.38553,48.233452
1,0.921,0,0,0,0.875,51.0,5460.0,4.263,286.02402,48.43177
2,0.598,1,0,0,0.781,12.1,9030.0,3.822,290.81604,47.682892
1,1.0,0,0,0,0.614,64.2,5831.0,4.359,285.79068,48.683262
1,1.0,0,0,0,0.89,56.2,6191.0,4.438,294.95145,48.651192
2,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,292.97882,48.99667
1,1.0,0,0,0,0.025,39.4,5941.0,4.519,282.7868,46.244991
1,1.0,0,0,0,0.66,60.9,5258.0,4.513,298.38483,46.276039
1,1.0,0,0,0,0.178,49.5,4646.0,4.539,282.45059,46.3214
1,0.994,0,0,0,0.031,1118.9,6181.0,4.234,297.33307,41.891121
1,1.0,0,0,0,0.243,34.7,5876.0,4.151,296.4986,46.57724
1,1.0,0,0,0,0.649,123.1,5688.0,4.415,289.78052,49.89653
0,0.4808294015396076,0,0,0,0.4948,135.5,5937.0,4.559,289.78052,49.89653
0,0.804,0,0,0,0.811,590.6,5457.0,4.548,286.65689,50.021568
2,0.471,1,0,0,0.415,9.3,6052.0,4.456,284.84662,49.692402
0,0.0,0,0,0,0.891,135.8,5119.0,4.575,296.61859,50.022011
1,1.0,0,0,0,0.886,90.5,3984.0,4.72,288.49582,51.08194
1,0.0,0,0,0,0.022,189.5,5676.0,4.347,285.67938,50.241299
1,0.987,0,0,0,0.077,49.6,4799.0,4.631,292.65842,38.34539
1,0.997,0,0,0,0.568,18.5,4799.0,4.631,292.65842,38.34539
2,0.0,0,0,1,1.197,29.8,6191.0,4.454,290.62134,38.695499
1,1.0,0,0,0,0.041,50.8,5275.0,4.397,295.18292,38.654228
2,0.0,0,1,1,1.195,40.4,5786.0,4.558,286.0705,38.975101
1,1.0,0,0,0,0.68,45.1,3787.0,4.775,294.71194,39.073761
2,0.0,0,1,1,1.27,67.9,5532.0,4.488,297.76697,49.446659
1,1.0,0,0,0,0.115,43.4,5569.0,4.566,288.92157,49.762032
1,1.0,0,0,0,0.021,346.9,5795.0,4.101,285.61533,50.13575
1,1.0,0,0,0,0.622,55.3,6181.0,4.22,288.68869,41.15118
1,0.999,0,0,0,0.917,47.0,5735.0,4.356,295.57135,49.774578
1,0.992,0,0,0,0.967,20.4,5735.0,4.356,295.57135,49.774578
1,0.9,0,0,0,0.002,27.4,5565.0,4.117,291.97144,47.86417
1,1.0,0,0,0,0.019,66.4,5320.0,4.589,288.12097,47.966671
1,0.999,0,0,0,0.386,21.5,5320.0,4.589,288.12097,47.966671
0,1.0,0,0,0,0.749,45.3,6092.0,4.496,296.12073,47.921478
1,1.0,0,0,0,0.496,45.9,5762.0,4.283,286.24982,48.06094
1,1.0,0,0,0,0.682,38.4,3984.0,4.72,288.49582,51.08194
1,1.0,0,0,0,0.116,363.2,5400.0,4.463,296.40686,51.35815
0,0.991,0,0,0,0.705,11.1,6099.0,4.193,285.47659,41.632717
1,1.0,0,0,0,0.014,75.0,5097.0,4.554,290.29651,37.749489
1,1.0,0,0,0,0.817,65.4,5097.0,4.554,290.29651,37.749489
2,0.0,0,0,1,1.216,35.6,6284.0,4.349,290.96353,38.472542
2,0.0,0,0,1,0.979,67.3,5470.0,4.528,289.31018,39.132221
1,1.0,0,0,0,0.856,43.9,4868.0,3.902,288.75494,39.563648
0,0.498,0,0,0,0.142,13.1,6175.0,4.299,281.83533,44.155918
1,1.0,0,0,0,0.005,50.9,5946.0,4.309,294.71017,39.8251
1,1.0,0,0,0,0.747,81.7,4900.0,4.602,281.48273,47.208031
1,0.996,0,0,0,0.177,22.1,5946.0,4.309,294.71017,39.8251
1,1.0,0,0,0,0.652,65.5,5041.0,4.479,296.1514,50.09581
1,1.0,0,0,0,0.454,30.8,5041.0,4.479,296.1514,50.09581
0,0.57,0,0,0,0.127,19.6,6337.0,3.893,285.92322,42.54985
2,0.0,0,1,1,1.202,53.8,6161.0,4.454,291.02252,50.259109
2,0.0,0,1,1,0.334,32.2,5354.0,4.587,296.25949,50.344372
1,1.0,0,0,0,0.488,59.6,6246.0,4.433,289.83011,50.586239
1,0.955,0,0,0,0.137,30.1,5876.0,4.151,296.4986,46.57724
2,0.0,0,0,1,0.319,16.1,5718.0,4.549,289.8533,46.787151
0,0.866,0,0,0,0.491,11.4,5714.0,4.428,295.81616,51.121738
0,1.0,0,0,0,0.046,40.9,6072.0,4.411,294.46268,46.821449
1,1.0,0,0,0,0.851,39.0,6004.0,4.484,294.98914,46.838329
1,1.0,0,0,0,0.849,35.4,6004.0,4.484,294.98914,46.838329
1,0.982,0,0,0,0.18,53.3,5767.0,4.389,291.09723,38.87561
1,1.0,0,0,0,0.184,41.2,5767.0,4.389,291.09723,38.87561
0,0.974,0,0,0,0.032,9.2,4854.0,3.939,281.45718,46.746471
1,0.868,0,0,0,0.812,21.2,5767.0,4.389,291.09723,38.87561
1,1.0,0,0,0,0.336,80.3,5837.0,4.577,285.51685,38.9324
1,1.0,0,0,0,0.012,58.8,5550.0,4.431,290.52942,38.942661
2,0.4808294015396076,0,0,0,0.6469,4.7,6250.0,4.472,291.02249,39.917629
1,1.0,0,0,0,0.8,36.9,5288.0,4.541,295.00204,39.95293
1,1.0,0,0,0,0.172,92.3,4041.0,4.697,296.11258,39.978779
1,1.0,0,0,0,0.023,79.2,4041.0,4.697,296.11258,39.978779
1,1.0,0,0,0,0.032,44.9,4041.0,4.697,296.11258,39.978779
1,1.0,0,0,0,0.154,40.4,4041.0,4.697,296.11258,39.978779
1,0.999,0,0,0,0.888,38.1,6246.0,4.433,289.83011,50.586239
1,1.0,0,0,0,0.04,117.7,5121.0,4.457,294.5704,50.673019
1,1.0,0,0,0,0.075,58.1,6008.0,4.35,289.50067,51.68573
1,0.881,0,0,0,0.856,57.4,5516.0,4.446,289.2175,47.88446
2,0.0,0,1,1,1.194,57.0,5671.0,4.075,289.79907,38.555061
0,1.0,0,0,0,0.482,18.7,6004.0,4.484,294.98914,46.838329
2,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,298.70157,47.337315
1,1.0,0,0,0,0.025,75.4,3669.0,4.787,283.74069,47.516289
1,1.0,0,0,0,0.0,46.4,5565.0,4.117,291.97144,47.86417
1,1.0,0,0,0,0.005,204.4,6181.0,4.234,297.33307,41.891121
1,1.0,0,0,0,0.271,30.0,5565.0,4.117,291.97144,47.86417
1,0.982,0,0,0,0.025,134.8,5676.0,4.347,285.67938,50.241299
2,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,296.18063,39.435452
1,1.0,0,0,0,0.855,40.4,4621.0,4.605,284.03223,39.78133
1,0.895,0,0,0,0.623,36.0,4621.0,4.605,284.03223,39.78133
2,0.0,0,1,1,1.292,62.2,5906.0,4.473,294.58817,40.165051
1,1.0,0,0,0,0.078,40.3,3893.0,4.758,297.07016,40.86879
1,0.0,0,0,0,0.011,38.9,3893.0,4.758,297.07016,40.86879
1,1.0,0,0,0,0.026,51.5,4041.0,4.697,296.11258,39.978779
0,0.998,0,0,0,0.01,43.6,5770.0,4.333,298.47321,40.075871
2,0.0,0,0,1,0.123,34.5,5515.0,4.443,293.83701,40.41275
1,1.0,0,0,0,0.765,27.5,4900.0,4.602,281.48273,47.208031
1,1.0,0,0,0,0.246,67.0,4213.0,4.658,283.49982,40.552799
2,0.0,1,0,1,1.151,40.9,5671.0,4.075,289.79907,38.555061
1,1.0,0,0,0,0.032,50.5,5627.0,4.453,293.47012,39.252811
1,1.0,0,0,0,0.066,36.4,5576.0,4.257,293.53085,39.315891
0,0.995,0,0,0,0.331,11.3,6615.0,4.173,294.89734,40.798168
1,1.0,0,0,0,0.663,33.0,5576.0,4.257,293.53085,39.315891
2,0.059,0,1,0,1.204,143.2,6237.0,4.426,297.39825,40.229191
1,1.0,0,0,0,0.229,40.5,6122.0,4.487,290.84906,48.416012
0,1.0,0,0,0,0.94,23.1,6122.0,4.487,290.84906,48.416012
1,1.0,0,0,0,0.831,17.4,6122.0,4.487,290.84906,48.416012
1,0.994,0,0,0,0.578,10.1,6123.0,4.413,285.55481,45.578861
1,1.0,0,0,0,0.845,40.5,6253.0,4.41,291.15939,51.334862
1,0.953,0,0,0,0.497,291.3,6181.0,4.234,297.33307,41.891121
2,0.0,0,1,0,1.283,104.1,6348.0,4.434,288.19809,41.09417
2,0.0,0,0,1,0.962,48.8,6332.0,4.516,291.75223,41.311241
2,0.0,0,0,1,0.954,58.9,6535.0,4.373,290.41916,41.525372
0,0.949,0,0,0,0.711,10.3,5083.0,4.468,289.19263,44.149319
1,1.0,0,0,0,0.623,100.3,6187.0,4.409,293.70847,41.615131
2,0.0,1,0,0,0.884,331.6,9523.0,4.205,298.32425,42.38847
2,0.001,0,1,0,1.427,43.0,5708.0,4.578,285.11969,42.299129
1,0.932,0,0,0,0.494,36.3,5538.0,4.384,295.4328,40.648239
1,1.0,0,0,0,0.806,41.6,5001.0,4.582,285.99988,40.919319
0,0.976,0,0,0,0.703,2.8,5397.0,4.543,292.38855,42.233261
1,0.996,0,0,0,0.647,27.1,5001.0,4.582,285.99988,40.919319
1,1.0,0,0,0,0.684,24.0,5001.0,4.582,285.99988,40.919319
1,0.998,0,0,0,0.799,22.1,5001.0,4.582,285.99988,40.919319
2,0.0,0,0,1,0.649,37.8,5654.0,4.395,298.57642,40.491669
0,1.0,0,0,0,0.906,47.0,5857.0,3.972,290.35114,40.687
2,0.146,1,0,0,0.005,7.3,5552.0,4.562,294.90594,43.381889
1,1.0,0,0,0,0.713,35.9,5252.0,4.442,293.12341,40.934769
1,0.97,0,0,0,0.741,42.6,5252.0,4.442,293.12341,40.934769
2,0.0,0,0,1,1.203,48.4,5761.0,4.548,297.31979,43.332722
1,0.963,0,0,0,0.681,257.2,5227.0,4.535,289.78622,46.858791
1,1.0,0,0,0,0.047,124.3,5227.0,4.535,289.78622,46.858791
2,0.04,1,0,1,0.633,8.2,5687.0,4.538,292.26813,37.955639
1,1.0,0,0,0,0.278,44.7,5227.0,4.535,289.78622,46.858791
2,0.0,0,1,0,0.869,339.9,5916.0,4.296,293.96606,42.837269
2,0.0,0,1,1,1.03,102.0,6061.0,4.438,286.5242,37.985432
1,1.0,0,0,0,0.761,44.1,5295.0,4.566,284.65787,42.652679
2,0.0,0,1,1,1.076,30.9,4254.0,4.634,286.2406,42.670231
0,1.0,0,0,0,0.952,10.2,5251.0,4.592,286.00674,38.009541
1,1.0,0,0,0,0.03,120.0,5541.0,4.332,287.77356,42.869282
1,1.0,0,0,0,0.034,42.3,5541.0,4.332,287.77356,42.869282
1,1.0,0,0,0,0.026,77.7,5076.0,4.55,290.51648,43.08382
1,0.981,0,0,0,0.845,41.8,5001.0,4.582,285.99988,40.919319
